country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category
italy,4,With_Other_Friends/Relatives,1.0,2.0,Leisure_and_Holidays,Beach_Tourism,Newspaper_magazines_brochures,Package_Tour,1,1,1,1,1,0,0,3,4,1,5
india,4,Alone,0.0,1.0,Business,Wildlife_Tourism,Others,Package_Tour,1,1,1,1,0,0,0,180,0,0,4
france,3,With_Children,2.0,3.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,0,0,9,0,0,5
denmark,3,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,1,0,16,0,1,0
kenya,4,Alone,0.0,1.0,Meetings_and_Conference,Cultural_Tourism,Friends_relatives,Package_Tour,1,1,1,1,1,1,1,0,6,0,0
united_states_of_america,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,6,0,1,0
rwanda,4,Alone,0.0,1.0,Business,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,1,0,0,4
kenya,3,With_Children,2.0,3.0,Visiting_Friends_and_Relatives,Bird_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,1,3
united_kingdom,4,Alone,0.0,1.0,Meetings_and_Conference,Conference_Tourism,Friends_relatives,Package_Tour,0,1,1,0,1,0,1,15,0,0,0
rwanda,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,22,0,0,5
zimbabwe,3,With_Other_Friends/Relatives,0.0,2.0,Business,Beach_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,2,0,1,4
italy,1,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,20,0,1,5
italy,3,With_Spouse_and_Children,2.0,2.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,0,15,1,1
israel,3,With_Spouse_and_Children,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Others,Independent,0,0,0,0,0,0,0,0,14,1,0
united_states_of_america,5,None,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,14,0,1,1
germany,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,16,12,1,5
united_kingdom,3,With_Spouse,0.0,0.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,35,0,0,5
australia,5,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,5,0,1,0
swizerland,1,With_Other_Friends/Relatives,12.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,0,1,1,1,1,1,0,16,2,1,1
zambia,4,None,0.0,1.0,Business,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,0,3
united_states_of_america,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,0,0,4,3,1,1
united_states_of_america,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,7,0,1,5
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,0,7,0,5
united_kingdom,3,Alone,0.0,1.0,Scientific_and_Academic,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,0,9,0,0
uganda,3,Alone,0.0,1.0,Business,Wildlife_Tourism,Trade_fair,Independent,0,0,0,0,0,0,0,4,0,0,3
italy,1,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Others,Independent,0,0,0,0,0,0,0,17,2,1,0
saud_arabia,4,With_Spouse_and_Children,1.0,4.0,Leisure_and_Holidays,Wildlife_Tourism,Radio_TV_Web,Package_Tour,0,1,1,1,0,1,1,7,6,1,1
united_kingdom,1,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,14,6,1,4
united_states_of_america,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,6,0,1,1
spain,5,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,21,0,0,5
united_kingdom,3,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,0,0,1,0,8,0,1,0
china,3,Alone,0.0,1.0,Business,Mountain_Climbing,Travel_agent_tour_operator,Package_Tour,0,1,1,0,0,0,0,4,0,1,5
thailand,3,Alone,0.0,1.0,Meetings_and_Conference,Conference_Tourism,Inflight_magazines,Independent,0,0,0,0,0,0,0,15,0,0,5
italy,1,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,7,0,1,5
united_arab_emirates,4,With_Other_Friends/Relatives,2.0,0.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,1,1,5
south_africa,4,Alone,0.0,1.0,Business,Wildlife_Tourism,Radio_TV_Web,Package_Tour,1,1,0,1,0,0,0,2,0,0,3
oman,3,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,16,0,0,3
germany,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Conference_Tourism,Others,Independent,0,0,0,0,0,0,0,30,17,1,1
south_africa,3,With_Spouse,1.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,2,0,0,3
netherlands,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,1,1,0,0,0,1,0,7,7,1,1
kenya,4,Alone,0.0,1.0,Meetings_and_Conference,Hunting_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,4,0,0,5
burundi,1,Alone,0.0,1.0,Business,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,0,4
swizerland,3,With_Spouse_and_Children,2.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,7,7,1,1
france,4,With_Spouse_and_Children,2.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,0,4,3,1,1
uae,4,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,6,0,0,5
sweden,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,8,0,0,0
italy,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,0,7,1,0
italy,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,1,1,1,0,7,0,1,3
france,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Package_Tour,1,1,1,1,1,0,0,0,7,1,1
germany,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,20,0,1,5
kenya,3,Alone,0.0,1.0,Meetings_and_Conference,Mountain_Climbing,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,0,7,0,5
rwanda,3,Alone,0.0,1.0,Business,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,7,0,1,4
mozambique,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,14,0,0,5
sweden,1,Alone,1.0,0.0,Scientific_and_Academic,Wildlife_Tourism,Friends_relatives,Package_Tour,0,1,0,1,1,1,1,30,3,1,5
italy,3,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,6,0,0,5
uganda,3,Alone,0.0,1.0,Meetings_and_Conference,Hunting_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,12,0,1,5
united_kingdom,3,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,6,0,1,5
zambia,3,Alone,0.0,1.0,Business,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,0,3
united_kingdom,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Others,Independent,0,0,0,0,0,0,0,14,0,0,5
zambia,3,Alone,0.0,1.0,Business,Wildlife_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,5,0,0,4
united_states_of_america,3,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,0,1,1,1,0,7,5,1,5
united_states_of_america,5,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,5,0,1,1
united_kingdom,3,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,12,0,0,4
germany,3,With_Other_Friends/Relatives,1.0,5.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,10,3,1,1
swizerland,1,With_Other_Friends/Relatives,2.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,13,6,1,0
united_kingdom,4,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Independent,1,1,1,1,1,1,1,11,0,1,0
italy,5,With_Other_Friends/Relatives,0.0,2.0,Volunteering,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,30,0,1,5
burundi,3,With_Other_Friends/Relatives,0.0,3.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,4,0,0,4
zimbabwe,3,With_Spouse,1.0,1.0,Business,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,1,5
denmark,3,With_Other_Friends/Relatives,6.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,47,10,0,5
germany,1,Alone,1.0,0.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,0,5
united_states_of_america,4,With_Spouse_and_Children,8.0,7.0,Leisure_and_Holidays,Conference_Tourism,Friends_relatives,Package_Tour,1,1,1,1,1,1,0,13,0,1,0
france,3,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,4,5,1,1
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,0,7,1,0
italy,3,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Business,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,0,0,0,7,1,0
india,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,12,0,1,5
zambia,4,Alone,0.0,1.0,Business,Wildlife_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,4,0,0,5
united_states_of_america,5,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Package_Tour,1,1,1,1,0,1,1,8,0,1,1
south_africa,3,Alone,1.0,0.0,Meetings_and_Conference,Conference_Tourism,Radio_TV_Web,Independent,0,0,0,0,0,0,0,3,0,0,5
italy,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,7,2,1,1
norway,4,With_Spouse_and_Children,2.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Others,Independent,0,0,0,0,0,0,0,8,7,1,0
zambia,3,Alone,0.0,1.0,Business,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,4,0,0,3
nigeria,4,With_Other_Friends/Relatives,0.0,2.0,Meetings_and_Conference,Mountain_Climbing,Tanzania_Mission_Abroad,Independent,0,0,0,0,0,0,0,3,3,0,5
australia,4,With_Other_Friends/Relatives,1.0,0.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,8,0,1,1
united_states_of_america,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,8,0,1,1
france,3,Alone,2.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,10,0,1,5
united_states_of_america,4,With_Spouse_and_Children,1.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,14,0,0,1
france,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,0,8,4,1,1
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,0,0,0,7,1,0
united_states_of_america,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,9,0,1,1
germany,1,With_Other_Friends/Relatives,2.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,10,4,0,1
united_kingdom,3,None,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Friends_relatives,Package_Tour,1,1,0,1,1,0,1,10,0,1,5
united_kingdom,4,With_Children,1.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,0,0,12,0,1,1
united_kingdom,3,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,0,0,8,0,1,0
spain,4,With_Children,0.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Newspaper_magazines_brochures,Package_Tour,1,1,0,0,1,0,1,0,5,1,5
united_kingdom,3,Alone,1.0,0.0,Leisure_and_Holidays,Cultural_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,0,0,50,0,1,5
france,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,1,0,7,4,1,0
united_kingdom,1,With_Other_Friends/Relatives,0.0,2.0,Leisure_and_Holidays,Beach_Tourism,Inflight_magazines,Independent,0,0,0,0,0,0,0,14,0,1,5
germany,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,0,0,13,1,1
uganda,3,With_Spouse,1.0,1.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,30,0,0,4
germany,3,With_Children,2.0,0.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,20,3,1,0
kenya,3,With_Children,0.0,2.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,4,0,0,5
canada,1,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,16,0,0,5
netherlands,3,With_Other_Friends/Relatives,0.0,2.0,Business,Hunting_Tourism,Others,Independent,0,0,0,0,0,0,0,5,0,0,0
india,3,Alone,0.0,1.0,Business,Hunting_Tourism,Tanzania_Mission_Abroad,Independent,0,0,0,0,0,0,0,48,0,0,5
united_states_of_america,4,Alone,0.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Package_Tour,0,1,1,1,0,0,1,20,0,0,0
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,1,0,13,5,1,1
united_kingdom,1,With_Spouse,1.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,30,5,0,4
united_kingdom,4,Alone,0.0,1.0,Leisure_and_Holidays,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,10,0,1,5
uganda,3,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,1,0,1,4
belgium,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Others,Package_Tour,1,1,1,1,0,0,0,1,6,1,0
china,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,3,0,1,1
belgium,4,With_Spouse_and_Children,3.0,4.0,Leisure_and_Holidays,Wildlife_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,15,0,0,0
united_kingdom,1,With_Children,2.0,2.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,7,1,0
south_africa,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,0,8,1,5
kenya,3,Alone,0.0,1.0,Business,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,1,0,0,5
hungary,5,With_Other_Friends/Relatives,2.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,10,4,0,0
greece,3,None,0.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,17,0,1,5
united_kingdom,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Others,Package_Tour,1,1,0,1,1,1,0,10,0,1,1
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,0,7,1,0
israel,4,With_Other_Friends/Relatives,2.0,0.0,Leisure_and_Holidays,Hunting_Tourism,Others,Package_Tour,1,1,1,1,1,1,1,8,0,1,0
united_kingdom,3,With_Other_Friends/Relatives,1.0,3.0,Volunteering,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,42,0,1,5
united_states_of_america,4,Alone,0.0,1.0,Meetings_and_Conference,Mountain_Climbing,Others,Independent,0,0,0,0,0,0,0,4,0,0,5
uganda,1,With_Spouse,1.0,1.0,Leisure_and_Holidays,Business,Friends_relatives,Independent,0,0,0,0,0,0,0,0,8,0,5
united_kingdom,1,None,1.0,0.0,Volunteering,Wildlife_Tourism,Tanzania_Mission_Abroad,Package_Tour,0,1,1,1,1,1,1,25,0,1,0
united_kingdom,3,With_Other_Friends/Relatives,0.0,2.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,6,5,1,1
france,4,Alone,0.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,30,0,0,5
sweden,5,Alone,0.0,1.0,Scientific_and_Academic,Wildlife_Tourism,Friends_relatives,Package_Tour,1,1,1,1,0,1,0,8,0,0,0
uganda,5,Alone,0.0,1.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,0,4
india,5,Alone,1.0,0.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,1,2,0,1,0
austria,3,With_Other_Friends/Relatives,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,0,9,0,1,1
australia,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,0,1,0,1,1,10,3,1,1
germany,3,Alone,1.0,0.0,Meetings_and_Conference,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,4,0,0,3
burundi,4,With_Spouse,1.0,1.0,Visiting_Friends_and_Relatives,Cultural_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,2,0,0,4
canada,3,Alone,0.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,3,4,1,5
germany,4,Alone,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,0,1,1,0,15,0,1,1
united_states_of_america,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,1,1,1,5,0,1,1
zimbabwe,4,With_Other_Friends/Relatives,0.0,2.0,Business,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,1,3
malt,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,3,4,1,5
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,14,0,1,5
south_africa,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Conference_Tourism,Newspaper_magazines_brochures,Package_Tour,1,1,1,0,0,1,0,7,0,0,0
zambia,3,Alone,0.0,1.0,Business,Business,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,3,0,1,4
swizerland,3,None,1.0,0.0,Business,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,5,0,1,3
uganda,3,None,0.0,1.0,Business,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,1,0,0,4
italy,3,Alone,0.0,1.0,Leisure_and_Holidays,Cultural_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,55,6,0,5
china,1,With_Other_Friends/Relatives,1.0,1.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,10,0,1,0
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,1,0,0,7,1,0
kenya,3,Alone,0.0,1.0,Business,Conference_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,0,5
germany,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,0,0,7,6,1,4
kenya,3,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Beach_Tourism,Friends_relatives,Package_Tour,1,1,1,0,0,0,0,6,0,0,0
netherlands,5,With_Other_Friends/Relatives,1.0,2.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Independent,0,0,0,0,0,0,0,6,0,1,3
sweden,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,0,0,0,0,11,0,1,1
united_kingdom,4,With_Other_Friends/Relatives,2.0,3.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,0,0,1,1,1,0,0,11,0,1,1
new_zealand,5,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Diving_and_Sport_Fishing,Friends_relatives,Independent,0,0,0,0,0,0,0,39,0,0,4
germany,4,With_Children,0.0,1.0,Visiting_Friends_and_Relatives,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,14,0,1,5
united_states_of_america,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,8,6,1,1
italy,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Radio_TV_Web,Package_Tour,1,1,1,1,0,0,0,0,7,1,0
belgium,4,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,2,0,1,5
kenya,1,Alone,0.0,1.0,Meetings_and_Conference,Cultural_Tourism,Newspaper_magazines_brochures,Independent,0,0,0,0,0,0,0,2,0,1,4
uganda,3,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,1,0,0,5,0,5
germany,4,With_Other_Friends/Relatives,0.0,2.0,Meetings_and_Conference,Conference_Tourism,Others,Independent,0,0,0,0,0,0,0,10,0,0,5
kenya,3,None,1.0,0.0,Meetings_and_Conference,Mountain_Climbing,Friends_relatives,Package_Tour,1,1,1,0,0,0,0,6,0,0,4
zimbabwe,3,Alone,0.0,1.0,Business,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,1,0,1,4
france,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Bird_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,1,12,0,0,1
belgium,4,With_Spouse,1.0,1.0,Leisure_and_Holidays,Beach_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,0,0,1,0,7,1,0
united_kingdom,1,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,1,1,0,0,0,19,6,1,0
lebanon,1,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,0,1,0,1,1,1,0,7,0,1,5
kenya,3,Alone,1.0,0.0,Visiting_Friends_and_Relatives,Hunting_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,3,0,0,3
united_kingdom,1,Alone,0.0,1.0,Leisure_and_Holidays,Conference_Tourism,Travel_agent_tour_operator,Package_Tour,1,1,1,1,1,1,0,13,5,1,5
india,3,Alone,0.0,1.0,Business,Wildlife_Tourism,Others,Independent,0,0,0,0,0,0,0,60,0,1,3
united_states_of_america,4,Alone,0.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Newspaper_magazines_brochures,Package_Tour,1,1,1,1,1,1,0,9,5,0,1
united_states_of_america,3,With_Other_Friends/Relatives,3.0,1.0,Leisure_and_Holidays,Wildlife_Tourism,Friends_relatives,Independent,0,0,0,0,0,0,0,12,6,1,1
